p1_agent,p1_params,p1_label,p2_agent,p2_params,p2_label,games,p1_wins,p2_wins,draws,p1_winrate,p2_winrate,time_s,file
MinMax,{'max_depth': 4},MinMax[max_depth=4],MinMax,{'max_depth': 5},MinMax[max_depth=5],50,0,50,0,0.0,1.0,708.77,sweep_results/MinMax[max_depth=4]_vs_MinMax[max_depth=5].txt
MinMax,{'max_depth': 4},MinMax[max_depth=4],MinMax,{'max_depth': 6},MinMax[max_depth=6],50,0,0,50,0.0,0.0,2295.57,sweep_results/MinMax[max_depth=4]_vs_MinMax[max_depth=6].txt
MinMax,{'max_depth': 4},MinMax[max_depth=4],AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],50,50,0,0,1.0,0.0,77.94,sweep_results/MinMax[max_depth=4]_vs_AlphaBeta[max_depth=1].txt
MinMax,{'max_depth': 4},MinMax[max_depth=4],AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],50,50,0,0,1.0,0.0,78.7,sweep_results/MinMax[max_depth=4]_vs_AlphaBeta[max_depth=2].txt
MinMax,{'max_depth': 4},MinMax[max_depth=4],AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],50,50,0,0,1.0,0.0,81.32,sweep_results/MinMax[max_depth=4]_vs_AlphaBeta[max_depth=3].txt
MinMax,{'max_depth': 4},MinMax[max_depth=4],AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],50,0,50,0,0.0,1.0,203.68,sweep_results/MinMax[max_depth=4]_vs_AlphaBeta[max_depth=4].txt
MinMax,{'max_depth': 4},MinMax[max_depth=4],AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],50,0,50,0,0.0,1.0,287.29,sweep_results/MinMax[max_depth=4]_vs_AlphaBeta[max_depth=5].txt
MinMax,{'max_depth': 4},MinMax[max_depth=4],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,0,0,50,0.0,0.0,596.43,sweep_results/MinMax[max_depth=4]_vs_AlphaBeta[max_depth=6].txt
MinMax,{'max_depth': 4},MinMax[max_depth=4],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,45,5,0,0.9,0.1,1853.31,sweep_results/MinMax[max_depth=4]_vs_MCTS[max_iterations=5000].txt
MinMax,{'max_depth': 4},MinMax[max_depth=4],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,47,3,0,0.94,0.06,3022.18,sweep_results/MinMax[max_depth=4]_vs_MCTS[max_iterations=10000].txt
MinMax,{'max_depth': 4},MinMax[max_depth=4],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,48,2,0,0.96,0.04,3876.37,sweep_results/MinMax[max_depth=4]_vs_MCTS[max_iterations=15000].txt
MinMax,{'max_depth': 4},MinMax[max_depth=4],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,48,2,0,0.96,0.04,4704.86,sweep_results/MinMax[max_depth=4]_vs_MCTS[max_iterations=20000].txt
MinMax,{'max_depth': 4},MinMax[max_depth=4],DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],50,50,0,0,1.0,0.0,175.79,sweep_results/MinMax[max_depth=4]_vs_DQN[model_path=checkpoints-dqn_final.pth].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],Random,{},Random,50,50,0,0,1.0,0.0,359.41,sweep_results/MinMax[max_depth=5]_vs_Random.txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],RuleBased,{},RuleBased,50,50,0,0,1.0,0.0,659.75,sweep_results/MinMax[max_depth=5]_vs_RuleBased.txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],MinMax,{'max_depth': 1},MinMax[max_depth=1],50,50,0,0,1.0,0.0,297.05,sweep_results/MinMax[max_depth=5]_vs_MinMax[max_depth=1].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],MinMax,{'max_depth': 2},MinMax[max_depth=2],50,50,0,0,1.0,0.0,300.01,sweep_results/MinMax[max_depth=5]_vs_MinMax[max_depth=2].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],MinMax,{'max_depth': 3},MinMax[max_depth=3],50,50,0,0,1.0,0.0,310.92,sweep_results/MinMax[max_depth=5]_vs_MinMax[max_depth=3].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],MinMax,{'max_depth': 4},MinMax[max_depth=4],50,50,0,0,1.0,0.0,729.28,sweep_results/MinMax[max_depth=5]_vs_MinMax[max_depth=4].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],MinMax,{'max_depth': 5},MinMax[max_depth=5],50,0,50,0,0.0,1.0,1319.28,sweep_results/MinMax[max_depth=5]_vs_MinMax[max_depth=5].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],MinMax,{'max_depth': 6},MinMax[max_depth=6],50,0,50,0,0.0,1.0,2909.58,sweep_results/MinMax[max_depth=5]_vs_MinMax[max_depth=6].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],50,50,0,0,1.0,0.0,294.6,sweep_results/MinMax[max_depth=5]_vs_AlphaBeta[max_depth=1].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],50,50,0,0,1.0,0.0,295.57,sweep_results/MinMax[max_depth=5]_vs_AlphaBeta[max_depth=2].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],50,50,0,0,1.0,0.0,298.74,sweep_results/MinMax[max_depth=5]_vs_AlphaBeta[max_depth=3].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],50,50,0,0,1.0,0.0,638.48,sweep_results/MinMax[max_depth=5]_vs_AlphaBeta[max_depth=4].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],50,0,50,0,0.0,1.0,845.85,sweep_results/MinMax[max_depth=5]_vs_AlphaBeta[max_depth=5].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,50,0,0,1.0,0.0,1104.5,sweep_results/MinMax[max_depth=5]_vs_AlphaBeta[max_depth=6].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,49,1,0,0.98,0.02,1766.95,sweep_results/MinMax[max_depth=5]_vs_MCTS[max_iterations=5000].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,49,1,0,0.98,0.02,2441.42,sweep_results/MinMax[max_depth=5]_vs_MCTS[max_iterations=10000].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,47,3,0,0.94,0.06,3170.79,sweep_results/MinMax[max_depth=5]_vs_MCTS[max_iterations=15000].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,48,2,0,0.96,0.04,3827.23,sweep_results/MinMax[max_depth=5]_vs_MCTS[max_iterations=20000].txt
MinMax,{'max_depth': 5},MinMax[max_depth=5],DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],50,50,0,0,1.0,0.0,531.13,sweep_results/MinMax[max_depth=5]_vs_DQN[model_path=checkpoints-dqn_final.pth].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],Random,{},Random,50,50,0,0,1.0,0.0,1477.58,sweep_results/MinMax[max_depth=6]_vs_Random.txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],RuleBased,{},RuleBased,50,50,0,0,1.0,0.0,2576.34,sweep_results/MinMax[max_depth=6]_vs_RuleBased.txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],MinMax,{'max_depth': 1},MinMax[max_depth=1],50,50,0,0,1.0,0.0,1178.96,sweep_results/MinMax[max_depth=6]_vs_MinMax[max_depth=1].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],MinMax,{'max_depth': 2},MinMax[max_depth=2],50,50,0,0,1.0,0.0,1183.14,sweep_results/MinMax[max_depth=6]_vs_MinMax[max_depth=2].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],MinMax,{'max_depth': 3},MinMax[max_depth=3],50,50,0,0,1.0,0.0,1190.22,sweep_results/MinMax[max_depth=6]_vs_MinMax[max_depth=3].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],MinMax,{'max_depth': 4},MinMax[max_depth=4],50,50,0,0,1.0,0.0,2482.94,sweep_results/MinMax[max_depth=6]_vs_MinMax[max_depth=4].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],MinMax,{'max_depth': 5},MinMax[max_depth=5],50,0,50,0,0.0,1.0,3188.25,sweep_results/MinMax[max_depth=6]_vs_MinMax[max_depth=5].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],MinMax,{'max_depth': 6},MinMax[max_depth=6],50,50,0,0,1.0,0.0,4766.64,sweep_results/MinMax[max_depth=6]_vs_MinMax[max_depth=6].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],50,50,0,0,1.0,0.0,1179.51,sweep_results/MinMax[max_depth=6]_vs_AlphaBeta[max_depth=1].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],50,50,0,0,1.0,0.0,1179.56,sweep_results/MinMax[max_depth=6]_vs_AlphaBeta[max_depth=2].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],50,50,0,0,1.0,0.0,1182.16,sweep_results/MinMax[max_depth=6]_vs_AlphaBeta[max_depth=3].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],50,50,0,0,1.0,0.0,2378.38,sweep_results/MinMax[max_depth=6]_vs_AlphaBeta[max_depth=4].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],50,0,50,0,0.0,1.0,2691.37,sweep_results/MinMax[max_depth=6]_vs_AlphaBeta[max_depth=5].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,50,0,0,1.0,0.0,2884.17,sweep_results/MinMax[max_depth=6]_vs_AlphaBeta[max_depth=6].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,48,2,0,0.96,0.04,3825.89,sweep_results/MinMax[max_depth=6]_vs_MCTS[max_iterations=5000].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,48,2,0,0.96,0.04,4945.9,sweep_results/MinMax[max_depth=6]_vs_MCTS[max_iterations=10000].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,46,4,0,0.92,0.08,5757.77,sweep_results/MinMax[max_depth=6]_vs_MCTS[max_iterations=15000].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,49,1,0,0.98,0.02,6150.72,sweep_results/MinMax[max_depth=6]_vs_MCTS[max_iterations=20000].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],50,50,0,0,1.0,0.0,2021.59,sweep_results/MinMax[max_depth=6]_vs_DQN[model_path=checkpoints-dqn_final.pth].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],Random,{},Random,50,50,0,0,1.0,0.0,0.45,sweep_results/AlphaBeta[max_depth=1]_vs_Random.txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],RuleBased,{},RuleBased,50,0,50,0,0.0,1.0,2.21,sweep_results/AlphaBeta[max_depth=1]_vs_RuleBased.txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MinMax,{'max_depth': 1},MinMax[max_depth=1],50,50,0,0,1.0,0.0,0.56,sweep_results/AlphaBeta[max_depth=1]_vs_MinMax[max_depth=1].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MinMax,{'max_depth': 2},MinMax[max_depth=2],50,50,0,0,1.0,0.0,1.87,sweep_results/AlphaBeta[max_depth=1]_vs_MinMax[max_depth=2].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MinMax,{'max_depth': 3},MinMax[max_depth=3],50,0,50,0,0.0,1.0,28.96,sweep_results/AlphaBeta[max_depth=1]_vs_MinMax[max_depth=3].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MinMax,{'max_depth': 4},MinMax[max_depth=4],50,0,50,0,0.0,1.0,144.54,sweep_results/AlphaBeta[max_depth=1]_vs_MinMax[max_depth=4].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MinMax,{'max_depth': 5},MinMax[max_depth=5],50,0,50,0,0.0,1.0,544.65,sweep_results/AlphaBeta[max_depth=1]_vs_MinMax[max_depth=5].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MinMax,{'max_depth': 6},MinMax[max_depth=6],50,0,50,0,0.0,1.0,1918.72,sweep_results/AlphaBeta[max_depth=1]_vs_MinMax[max_depth=6].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],50,50,0,0,1.0,0.0,0.56,sweep_results/AlphaBeta[max_depth=1]_vs_AlphaBeta[max_depth=1].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],50,50,0,0,1.0,0.0,1.07,sweep_results/AlphaBeta[max_depth=1]_vs_AlphaBeta[max_depth=2].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],50,0,50,0,0.0,1.0,10.33,sweep_results/AlphaBeta[max_depth=1]_vs_AlphaBeta[max_depth=3].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],50,0,50,0,0.0,1.0,39.38,sweep_results/AlphaBeta[max_depth=1]_vs_AlphaBeta[max_depth=4].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],50,0,50,0,0.0,1.0,106.04,sweep_results/AlphaBeta[max_depth=1]_vs_AlphaBeta[max_depth=5].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,0,50,0,0.0,1.0,288.94,sweep_results/AlphaBeta[max_depth=1]_vs_AlphaBeta[max_depth=6].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,41,8,1,0.82,0.16,1556.49,sweep_results/AlphaBeta[max_depth=1]_vs_MCTS[max_iterations=5000].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,43,6,1,0.86,0.12,2354.5,sweep_results/AlphaBeta[max_depth=1]_vs_MCTS[max_iterations=10000].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,44,6,0,0.88,0.12,3311.56,sweep_results/AlphaBeta[max_depth=1]_vs_MCTS[max_iterations=15000].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,47,3,0,0.94,0.06,3988.75,sweep_results/AlphaBeta[max_depth=1]_vs_MCTS[max_iterations=20000].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],50,50,0,0,1.0,0.0,1.89,sweep_results/AlphaBeta[max_depth=1]_vs_DQN[model_path=checkpoints-dqn_final.pth].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],Random,{},Random,50,50,0,0,1.0,0.0,1.84,sweep_results/AlphaBeta[max_depth=2]_vs_Random.txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],RuleBased,{},RuleBased,50,50,0,0,1.0,0.0,7.63,sweep_results/AlphaBeta[max_depth=2]_vs_RuleBased.txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MinMax,{'max_depth': 1},MinMax[max_depth=1],50,50,0,0,1.0,0.0,2.82,sweep_results/AlphaBeta[max_depth=2]_vs_MinMax[max_depth=1].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MinMax,{'max_depth': 2},MinMax[max_depth=2],50,50,0,0,1.0,0.0,6.76,sweep_results/AlphaBeta[max_depth=2]_vs_MinMax[max_depth=2].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MinMax,{'max_depth': 3},MinMax[max_depth=3],50,0,50,0,0.0,1.0,48.13,sweep_results/AlphaBeta[max_depth=2]_vs_MinMax[max_depth=3].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MinMax,{'max_depth': 4},MinMax[max_depth=4],50,0,50,0,0.0,1.0,139.87,sweep_results/AlphaBeta[max_depth=2]_vs_MinMax[max_depth=4].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MinMax,{'max_depth': 5},MinMax[max_depth=5],50,50,0,0,1.0,0.0,549.85,sweep_results/AlphaBeta[max_depth=2]_vs_MinMax[max_depth=5].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MinMax,{'max_depth': 6},MinMax[max_depth=6],50,0,50,0,0.0,1.0,2068.91,sweep_results/AlphaBeta[max_depth=2]_vs_MinMax[max_depth=6].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],50,50,0,0,1.0,0.0,2.8,sweep_results/AlphaBeta[max_depth=2]_vs_AlphaBeta[max_depth=1].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],50,50,0,0,1.0,0.0,3.95,sweep_results/AlphaBeta[max_depth=2]_vs_AlphaBeta[max_depth=2].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],50,0,50,0,0.0,1.0,25.64,sweep_results/AlphaBeta[max_depth=2]_vs_AlphaBeta[max_depth=3].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],50,0,50,0,0.0,1.0,35.63,sweep_results/AlphaBeta[max_depth=2]_vs_AlphaBeta[max_depth=4].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],50,50,0,0,1.0,0.0,95.34,sweep_results/AlphaBeta[max_depth=2]_vs_AlphaBeta[max_depth=5].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,0,50,0,0.0,1.0,360.12,sweep_results/AlphaBeta[max_depth=2]_vs_AlphaBeta[max_depth=6].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,45,4,1,0.9,0.08,1860.87,sweep_results/AlphaBeta[max_depth=2]_vs_MCTS[max_iterations=5000].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,46,4,0,0.92,0.08,3093.95,sweep_results/AlphaBeta[max_depth=2]_vs_MCTS[max_iterations=10000].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,41,9,0,0.82,0.18,4091.89,sweep_results/AlphaBeta[max_depth=2]_vs_MCTS[max_iterations=15000].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,39,11,0,0.78,0.22,5100.15,sweep_results/AlphaBeta[max_depth=2]_vs_MCTS[max_iterations=20000].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],50,50,0,0,1.0,0.0,11.0,sweep_results/AlphaBeta[max_depth=2]_vs_DQN[model_path=checkpoints-dqn_final.pth].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],Random,{},Random,50,50,0,0,1.0,0.0,5.22,sweep_results/AlphaBeta[max_depth=3]_vs_Random.txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],RuleBased,{},RuleBased,50,50,0,0,1.0,0.0,16.28,sweep_results/AlphaBeta[max_depth=3]_vs_RuleBased.txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],MinMax,{'max_depth': 1},MinMax[max_depth=1],50,50,0,0,1.0,0.0,6.56,sweep_results/AlphaBeta[max_depth=3]_vs_MinMax[max_depth=1].txt
