p1_agent,p1_params,p1_label,p2_agent,p2_params,p2_label,games,p1_wins,p2_wins,draws,p1_winrate,p2_winrate,time_s,file
MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,24,22,4,0.48,0.44,5120.34,sweep_results/MCTS[max_iterations=5000]_vs_MCTS[max_iterations=10000].txt
MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,24,23,3,0.48,0.46,6577.18,sweep_results/MCTS[max_iterations=5000]_vs_MCTS[max_iterations=15000].txt
MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,22,27,1,0.44,0.54,7244.6,sweep_results/MCTS[max_iterations=5000]_vs_MCTS[max_iterations=20000].txt
MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],50,50,0,0,1.0,0.0,1039.28,sweep_results/MCTS[max_iterations=5000]_vs_DQN[model_path=checkpoints-dqn_final.pth].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],Random,{},Random,50,49,1,0,0.98,0.02,2457.58,sweep_results/MCTS[max_iterations=10000]_vs_Random.txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],RuleBased,{},RuleBased,50,15,32,3,0.3,0.64,3300.42,sweep_results/MCTS[max_iterations=10000]_vs_RuleBased.txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],MinMax,{'max_depth': 1},MinMax[max_depth=1],50,2,48,0,0.04,0.96,2587.82,sweep_results/MCTS[max_iterations=10000]_vs_MinMax[max_depth=1].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],MinMax,{'max_depth': 2},MinMax[max_depth=2],50,8,42,0,0.16,0.84,3028.78,sweep_results/MCTS[max_iterations=10000]_vs_MinMax[max_depth=2].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],MinMax,{'max_depth': 3},MinMax[max_depth=3],50,5,45,0,0.1,0.9,2882.01,sweep_results/MCTS[max_iterations=10000]_vs_MinMax[max_depth=3].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],MinMax,{'max_depth': 4},MinMax[max_depth=4],50,1,49,0,0.02,0.98,2723.99,sweep_results/MCTS[max_iterations=10000]_vs_MinMax[max_depth=4].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],MinMax,{'max_depth': 5},MinMax[max_depth=5],50,2,48,0,0.04,0.96,2877.55,sweep_results/MCTS[max_iterations=10000]_vs_MinMax[max_depth=5].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],MinMax,{'max_depth': 6},MinMax[max_depth=6],50,3,46,1,0.06,0.92,5098.27,sweep_results/MCTS[max_iterations=10000]_vs_MinMax[max_depth=6].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],50,5,45,0,0.1,0.9,2694.7,sweep_results/MCTS[max_iterations=10000]_vs_AlphaBeta[max_depth=1].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],50,14,36,0,0.28,0.72,3020.68,sweep_results/MCTS[max_iterations=10000]_vs_AlphaBeta[max_depth=2].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],50,4,46,0,0.08,0.92,2737.0,sweep_results/MCTS[max_iterations=10000]_vs_AlphaBeta[max_depth=3].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],50,0,50,0,0.0,1.0,2552.33,sweep_results/MCTS[max_iterations=10000]_vs_AlphaBeta[max_depth=4].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],50,0,50,0,0.0,1.0,2521.0,sweep_results/MCTS[max_iterations=10000]_vs_AlphaBeta[max_depth=5].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,5,45,0,0.1,0.9,3271.45,sweep_results/MCTS[max_iterations=10000]_vs_AlphaBeta[max_depth=6].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,20,27,3,0.4,0.54,5325.53,sweep_results/MCTS[max_iterations=10000]_vs_MCTS[max_iterations=5000].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,31,18,1,0.62,0.36,6578.96,sweep_results/MCTS[max_iterations=10000]_vs_MCTS[max_iterations=10000].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,22,27,1,0.44,0.54,7614.42,sweep_results/MCTS[max_iterations=10000]_vs_MCTS[max_iterations=15000].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,17,27,6,0.34,0.54,8999.33,sweep_results/MCTS[max_iterations=10000]_vs_MCTS[max_iterations=20000].txt
MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],50,49,1,0,0.98,0.02,1860.1,sweep_results/MCTS[max_iterations=10000]_vs_DQN[model_path=checkpoints-dqn_final.pth].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],Random,{},Random,50,47,3,0,0.94,0.06,3300.95,sweep_results/MCTS[max_iterations=15000]_vs_Random.txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],RuleBased,{},RuleBased,50,14,33,3,0.28,0.66,4415.88,sweep_results/MCTS[max_iterations=15000]_vs_RuleBased.txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],MinMax,{'max_depth': 1},MinMax[max_depth=1],50,6,44,0,0.12,0.88,3643.43,sweep_results/MCTS[max_iterations=15000]_vs_MinMax[max_depth=1].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],MinMax,{'max_depth': 2},MinMax[max_depth=2],50,16,32,2,0.32,0.64,4331.91,sweep_results/MCTS[max_iterations=15000]_vs_MinMax[max_depth=2].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],MinMax,{'max_depth': 3},MinMax[max_depth=3],50,6,44,0,0.12,0.88,3875.59,sweep_results/MCTS[max_iterations=15000]_vs_MinMax[max_depth=3].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],MinMax,{'max_depth': 4},MinMax[max_depth=4],50,1,49,0,0.02,0.98,3705.12,sweep_results/MCTS[max_iterations=15000]_vs_MinMax[max_depth=4].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],MinMax,{'max_depth': 5},MinMax[max_depth=5],50,0,50,0,0.0,1.0,3721.76,sweep_results/MCTS[max_iterations=15000]_vs_MinMax[max_depth=5].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],MinMax,{'max_depth': 6},MinMax[max_depth=6],50,3,46,1,0.06,0.92,5984.84,sweep_results/MCTS[max_iterations=15000]_vs_MinMax[max_depth=6].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],50,5,45,0,0.1,0.9,3744.24,sweep_results/MCTS[max_iterations=15000]_vs_AlphaBeta[max_depth=1].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],50,13,37,0,0.26,0.74,4395.89,sweep_results/MCTS[max_iterations=15000]_vs_AlphaBeta[max_depth=2].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],50,12,38,0,0.24,0.76,3894.06,sweep_results/MCTS[max_iterations=15000]_vs_AlphaBeta[max_depth=3].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],50,1,49,0,0.02,0.98,3411.29,sweep_results/MCTS[max_iterations=15000]_vs_AlphaBeta[max_depth=4].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],50,1,49,0,0.02,0.98,3392.36,sweep_results/MCTS[max_iterations=15000]_vs_AlphaBeta[max_depth=5].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,4,46,0,0.08,0.92,4285.95,sweep_results/MCTS[max_iterations=15000]_vs_AlphaBeta[max_depth=6].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,25,21,4,0.5,0.42,6443.91,sweep_results/MCTS[max_iterations=15000]_vs_MCTS[max_iterations=5000].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,22,25,3,0.44,0.5,7666.46,sweep_results/MCTS[max_iterations=15000]_vs_MCTS[max_iterations=10000].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,27,20,3,0.54,0.4,8976.84,sweep_results/MCTS[max_iterations=15000]_vs_MCTS[max_iterations=15000].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,27,22,1,0.54,0.44,9662.82,sweep_results/MCTS[max_iterations=15000]_vs_MCTS[max_iterations=20000].txt
MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],50,48,2,0,0.96,0.04,2664.82,sweep_results/MCTS[max_iterations=15000]_vs_DQN[model_path=checkpoints-dqn_final.pth].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],Random,{},Random,50,49,1,0,0.98,0.02,3954.55,sweep_results/MCTS[max_iterations=20000]_vs_Random.txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],RuleBased,{},RuleBased,50,7,39,4,0.14,0.78,5820.75,sweep_results/MCTS[max_iterations=20000]_vs_RuleBased.txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],MinMax,{'max_depth': 1},MinMax[max_depth=1],50,6,44,0,0.12,0.88,4642.09,sweep_results/MCTS[max_iterations=20000]_vs_MinMax[max_depth=1].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],MinMax,{'max_depth': 2},MinMax[max_depth=2],50,20,30,0,0.4,0.6,5550.98,sweep_results/MCTS[max_iterations=20000]_vs_MinMax[max_depth=2].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],MinMax,{'max_depth': 3},MinMax[max_depth=3],50,7,43,0,0.14,0.86,4926.89,sweep_results/MCTS[max_iterations=20000]_vs_MinMax[max_depth=3].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],MinMax,{'max_depth': 4},MinMax[max_depth=4],50,1,49,0,0.02,0.98,4562.04,sweep_results/MCTS[max_iterations=20000]_vs_MinMax[max_depth=4].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],MinMax,{'max_depth': 5},MinMax[max_depth=5],50,1,49,0,0.02,0.98,4400.72,sweep_results/MCTS[max_iterations=20000]_vs_MinMax[max_depth=5].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],MinMax,{'max_depth': 6},MinMax[max_depth=6],50,2,47,1,0.04,0.94,6969.86,sweep_results/MCTS[max_iterations=20000]_vs_MinMax[max_depth=6].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],50,7,43,0,0.14,0.86,4753.73,sweep_results/MCTS[max_iterations=20000]_vs_AlphaBeta[max_depth=1].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],50,11,39,0,0.22,0.78,5354.03,sweep_results/MCTS[max_iterations=20000]_vs_AlphaBeta[max_depth=2].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],50,7,43,0,0.14,0.86,4679.28,sweep_results/MCTS[max_iterations=20000]_vs_AlphaBeta[max_depth=3].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],50,2,48,0,0.04,0.96,4300.41,sweep_results/MCTS[max_iterations=20000]_vs_AlphaBeta[max_depth=4].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],50,1,49,0,0.02,0.98,4213.79,sweep_results/MCTS[max_iterations=20000]_vs_AlphaBeta[max_depth=5].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,5,45,0,0.1,0.9,5149.76,sweep_results/MCTS[max_iterations=20000]_vs_AlphaBeta[max_depth=6].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,24,24,2,0.48,0.48,7411.34,sweep_results/MCTS[max_iterations=20000]_vs_MCTS[max_iterations=5000].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,23,23,4,0.46,0.46,8930.82,sweep_results/MCTS[max_iterations=20000]_vs_MCTS[max_iterations=10000].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,24,22,4,0.48,0.44,10229.98,sweep_results/MCTS[max_iterations=20000]_vs_MCTS[max_iterations=15000].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,32,16,2,0.64,0.32,11442.56,sweep_results/MCTS[max_iterations=20000]_vs_MCTS[max_iterations=20000].txt
MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],50,48,2,0,0.96,0.04,3765.51,sweep_results/MCTS[max_iterations=20000]_vs_DQN[model_path=checkpoints-dqn_final.pth].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],Random,{},Random,50,41,9,0,0.82,0.18,2.16,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_Random.txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],RuleBased,{},RuleBased,50,0,50,0,0.0,1.0,5.84,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_RuleBased.txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],MinMax,{'max_depth': 1},MinMax[max_depth=1],50,0,50,0,0.0,1.0,6.6,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_MinMax[max_depth=1].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],MinMax,{'max_depth': 2},MinMax[max_depth=2],50,0,50,0,0.0,1.0,11.76,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_MinMax[max_depth=2].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],MinMax,{'max_depth': 3},MinMax[max_depth=3],50,0,50,0,0.0,1.0,41.2,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_MinMax[max_depth=3].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],MinMax,{'max_depth': 4},MinMax[max_depth=4],50,0,50,0,0.0,1.0,166.04,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_MinMax[max_depth=4].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],MinMax,{'max_depth': 5},MinMax[max_depth=5],50,0,50,0,0.0,1.0,601.54,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_MinMax[max_depth=5].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],MinMax,{'max_depth': 6},MinMax[max_depth=6],50,0,50,0,0.0,1.0,2130.4,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_MinMax[max_depth=6].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],50,0,50,0,0.0,1.0,6.52,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_AlphaBeta[max_depth=1].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],50,0,50,0,0.0,1.0,12.9,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_AlphaBeta[max_depth=2].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],50,0,50,0,0.0,1.0,14.4,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_AlphaBeta[max_depth=3].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],50,0,50,0,0.0,1.0,40.13,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_AlphaBeta[max_depth=4].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],50,0,50,0,0.0,1.0,89.84,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_AlphaBeta[max_depth=5].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,0,50,0,0.0,1.0,256.79,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_AlphaBeta[max_depth=6].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,4,46,0,0.08,0.92,1821.29,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_MCTS[max_iterations=5000].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,7,43,0,0.14,0.86,3008.36,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_MCTS[max_iterations=10000].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,3,47,0,0.06,0.94,4232.48,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_MCTS[max_iterations=15000].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,5,45,0,0.1,0.9,5188.54,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_MCTS[max_iterations=20000].txt
DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],DQN,{'model_path': 'checkpoints/dqn_final.pth'},DQN[model_path=checkpoints/dqn_final.pth],50,50,0,0,1.0,0.0,2.48,sweep_results/DQN[model_path=checkpoints-dqn_final.pth]_vs_DQN[model_path=checkpoints-dqn_final.pth].txt
